row ID,NewRowID,Common Filename,Well Position,TimePoint,FieldNumber,Green Probe,Red Probe,Far Red Probe,Green Probe Detect,Red Probe Detect,Far Red Probe Detect,Karyotype,CT Probe Color,NucleusID,CT Label,Volume (in pixel units) (Geometric Features 3D),Volume of Convex Hull (Geometric Features 3D),Minimum (Statistic Features),Maximum (Statistic Features),Mean (Statistic Features),Sum (Statistic Features),Skewness (Statistic Features),Median (Statistic Features),Kurtosis (Statistic Features),Standard Deviation (Statistic Features),Variance (Statistic Features),Harmonic Mean (Statistic Features),Geometric Mean (Statistic Features),Dimension 0 (Centroid),Dimension 1 (Centroid),Dimension 2 (Centroid),Center of Gravity in Dimension#0 (Center of Gravity),Center of Gravity in Dimension#1 (Center of Gravity),Center of Gravity in Dimension#2 (Center of Gravity),Volume (in pixel units) (Geometric Features 3D) (CT),Volume of Convex Hull (Geometric Features 3D) (CT),Minimum (Statistic Features) (CT),Maximum (Statistic Features) (CT),Mean (Statistic Features) (CT),Sum (Statistic Features) (CT),Skewness (Statistic Features) (CT),Median (Statistic Features) (CT),Kurtosis (Statistic Features) (CT),Standard Deviation (Statistic Features) (CT),Variance (Statistic Features) (CT),Harmonic Mean (Statistic Features) (CT),Geometric Mean (Statistic Features) (CT)
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#13#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#13,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,13,1,59110,60347.125,0,811,387.1828794,2.29E+07,-0.337058034,413,2.205242901,149.0702817,22221.94889,0,0,48.84480432,23.95006748,2.67611336,48.63770193,24.12392039,2.543820272,741,757.6666667,680,4407,2195.186235,1626633,0.452912398,2193,3.163804117,626.1825011,392104.5247,2011.849816,2104.906854
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#13#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#13,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,13,2,59110,60347.125,0,811,387.1828794,2.29E+07,-0.337058034,413,2.205242901,149.0702817,22221.94889,0,0,27.60815732,76.45884924,1.815003642,27.7401499,76.34991083,1.549648348,1373,1553.541667,1474,4831,2791.423889,3832625,0.074939731,2784,2.287258623,703.4669731,494865.7823,2602.986592,2698.786783
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#14#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#14,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,14,1,60867,62431.70833,0,955,385.3432402,2.35E+07,-0.267199586,404,2.314448944,150.1993345,22559.84009,0,0,50.23678161,28.84367816,1.724137931,50.0310666,29.0630181,1.535814813,435,446.3333333,1488,4326,2556.317241,1111998,0.46522313,2464,2.460717705,639.5123506,408976.0466,2403.261405,2478.459016
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#14#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#14,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,14,2,60867,62431.70833,0,955,385.3432402,2.35E+07,-0.267199586,404,2.314448944,150.1993345,22559.84009,0,0,34.30198447,32.9930975,1.834339948,34.26176977,32.97136898,1.608370497,1159,1195.833333,1767,5276,3186.899051,3693616,0.323294868,3108,2.267020997,791.4495878,626392.4501,2992.648344,3089.024986
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#15#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#15,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,15,1,38088,40559.33333,0,1330,718.3786494,2.74E+07,-0.222875082,721,3.119382334,199.2734571,39709.91071,0,0,43.55018939,44.72916667,2.897727273,43.2696802,44.56711998,2.705942695,1056,1219.791667,1046,5805,2480.477273,2619384,1.265041333,2407,5.391809849,745.6207373,555950.2838,2290.964184,2381.295557
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#16#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#16,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,16,1,32966,34507.54167,0,1032,532.553631,1.76E+07,-0.076327152,530,2.338094306,180.8580345,32709.62866,0,0,69,33.51973684,3.5,68.97117494,33.52335395,3.697163004,1216,1201.666667,1276,6475,2999.605263,3647520,0.983948309,2779,3.538565851,1000.115533,1000231.079,2716.345946,2850.12304
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#17#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#17,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,17,1,36219,37830.66667,0,1132,636.1030951,2.30E+07,-0.455314673,645,3.718005158,151.1898852,22858.38139,0,0,42.80821918,49.34246575,3.5,42.79525459,49.39390389,3.630003405,1168,1153.166667,1420,5712,2868.744007,3350693,1.099339279,2672,4.080913982,776.8429597,603484.9841,2690.239427,2774.846718
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#18#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#18,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,18,1,41890,43133.125,0,961,487.6164001,2.04E+07,-0.314465972,508,2.372334136,178.0640791,31706.81627,0,0,23.60813008,60.21300813,1.731707317,23.69674967,60.21101742,1.541464271,615,635.125,1423,7831,3539.907317,2177043,1.251315666,3191,4.191004729,1164.259946,1355501.221,3238.293609,3377.034268
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#19#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#19,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,19,1,69801,71109.875,0,723,339.0938955,2.37E+07,-0.261245543,358,2.242452531,133.7498529,17889.02316,0,0,22.46743611,55.06347898,2.073371805,22.63243021,55.34367101,1.831568222,1213,1400.708333,1745,7395,3872.266282,4697059,0.643063697,3722,3.017662486,1132.872014,1283399.001,3560.920948,3713.256245
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#2#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,2,1,57601,59131.04167,0,1164,603.6451103,3.48E+07,-0.256526772,603,3.613082421,159.0821494,25307.13027,0,0,46.13212435,4.611398964,1.774611399,46.18282257,4.540308923,1.552788554,386,396.7916667,0,6611,2993.686528,1155563,0.572188821,2745,3.292548852,1197.715745,1434523.005,0,0
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#2#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,2,2,57601,59131.04167,0,1164,603.6451103,3.48E+07,-0.256526772,603,3.613082421,159.0821494,25307.13027,0,0,78.021,14.185,2.046,77.91347707,14.02524625,1.896451695,1000,1114.333333,0,8440,3531.376,3531376,0.578464418,3232,4.115298554,1472.391098,2167935.546,0,0
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#2#1#3,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,2,3,57601,59131.04167,0,1164,603.6451103,3.48E+07,-0.256526772,603,3.613082421,159.0821494,25307.13027,0,0,18.5958279,38.64667536,2.659713168,18.77122,38.58431072,2.40080241,767,810.5833333,968,3473,2056.711864,1577498,0.178212054,2074,2.956896786,481.3833164,231729.8973,1936.849545,1998.210971
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#20#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#20,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,20,1,46856,48795.41667,0,897,439.6680254,2.06E+07,-0.39735121,466,2.442728414,166.9299013,27865.59196,0,0,28.77692308,29.18205128,2.031623932,29.10445414,28.83347491,1.908647006,1170,1236.625,1179,5918,3023.61453,3537629,0.717416515,2779,2.625592553,1026.155861,1052995.85,2713.503446,2861.527348
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#21#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#21,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,21,1,37328,41397.70833,0,747,274.527754,1.02E+07,0.633114325,246,2.63780212,143.7027866,20650.49088,0,0,37.12008502,46.98618491,5.481402763,37.16053678,46.99616877,5.672294413,941,1013.5,1130,3539,2139.971307,2013713,0.374009064,2053,2.234555369,524.0769416,274656.6407,2015.152207,2076.745478
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#21#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#21,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,21,2,37328,41397.70833,0,747,274.527754,1.02E+07,0.633114325,246,2.63780212,143.7027866,20650.49088,0,0,33.9068323,98.40372671,3.5,33.65092584,98.53848468,4.095512102,1288,1324.666667,574,1956,1169.15528,1505872,0.166233704,1130,1.738803728,331.1731765,109675.6728,1074.304653,1121.412689
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#22#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#22,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,22,1,25052,30187.75,0,1476,611.162981,1.53E+07,0.095030913,602,2.351733695,248.0297781,61518.77081,0,0,49.29752852,47.42205323,5.158745247,49.58451019,47.22671703,5.424547513,1052,1348.375,1156,4532,2387.207224,2511342,0.29027863,2412,2.829985344,620.4283018,384931.2777,2221.98538,2305.141035
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#23#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#23,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,23,1,51614,64456.45833,0,1246,667.0474096,3.44E+07,0.13338255,660,2.408976352,181.9457639,33104.261,0,0,51.31008584,37.83476395,5.124463519,51.35373403,37.87224305,5.365617587,932,1008.041667,1033,3691,1858.158798,1731804,0.657953298,1814,3.192455307,479.9493378,230351.3668,1742.708821,1799.011166
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#23#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#23,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,23,2,51614,64456.45833,0,1246,667.0474096,3.44E+07,0.13338255,660,2.408976352,181.9457639,33104.261,0,0,105.5586735,60.77721088,2.335884354,105.3609235,60.97609288,2.021910489,1176,1250.541667,1462,6743,3049.784864,3586547,0.97661454,2784,3.34204753,1007.099187,1014248.772,2772.207167,2901.95405
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#24#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#24,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,24,1,54169,55564.79167,0,921,410.3307611,2.22E+07,-0.338240303,437,2.280120661,158.7620132,25205.37684,0,0,68.5848329,49.2622108,1.598971722,68.42466019,49.20876803,1.43910254,778,818.7916667,2125,8989,4476.44473,3482674,0.7399683,4163,2.845034973,1422.905835,2024661.014,4072.462109,4265.923923
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#25#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#25,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,25,1,52861,55468.16667,0,837,416.0845803,2.20E+07,-0.346829119,443,2.185278567,152.7902538,23344.86165,0,0,31.50931677,55.126294,2.455486542,31.46737361,55.18767437,2.318083766,966,1009.416667,1423,5132,2712.337474,2620118,0.819624945,2618,3.576707271,697.8514725,486996.6777,2549.074073,2628.318589
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#26#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#26,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,26,1,49568,50368.66667,0,948,499.8232933,2.48E+07,-0.445708644,523,2.680794583,157.3812977,24768.87286,0,0,68.17001339,61.65327979,2.676037483,68.06246972,61.58401805,2.549338705,747,760.25,1442,5648,2934.283802,2191910,0.799799405,2818,3.542605099,804.09458,646568.0936,2732.409911,2830.723696
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#27#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#27,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,27,1,38493,39785.45833,0,1103,546.7931572,2.10E+07,-0.036362307,545,2.48043756,175.1213238,30667.47805,0,0,28.59231349,23.80482291,2.90957046,28.71531779,24.08384304,2.765603351,1327,1383.333333,1191,4327,2387.09043,3167669,0.63199278,2307,2.914711005,627.8633842,394212.4292,2232.954698,2308.16706
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#27#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#27,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,27,2,38493,39785.45833,0,1103,546.7931572,2.10E+07,-0.036362307,545,2.48043756,175.1213238,30667.47805,0,0,54.68992248,60.78294574,3.5,54.67460517,60.59966774,3.672651349,1032,1017.416667,1002,2890,1871.703488,1931598,0.234739549,1854,2.187829218,377.16924,142256.6356,1795.849955,1833.673972
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#27#1#3,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#27,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,27,3,38493,39785.45833,0,1103,546.7931572,2.10E+07,-0.036362307,545,2.48043756,175.1213238,30667.47805,0,0,40.21022727,80.03409091,3.5,40.18246232,79.99238704,3.396365775,1408,1503.166667,1055,2403,1753.140625,2468422,-0.38627166,1790,2.359829911,293.6931398,86255.66038,1698.445544,1726.72983
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#28#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,28,1,61521,72797,0,1219,522.1508591,3.21E+07,0.81676046,505,4.461279251,157.3868401,24770.61744,0,0,43.98560209,45.29646597,2.147905759,44.20472524,45.11232461,1.846993064,1528,1948.916667,1463,5813,2760.132199,4217482,0.787097048,2648,3.424354715,805.1001643,648186.2746,2547.648878,2650.231209
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#28#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F005Zall, D03,1,5,X,18,Y,X,18,Y,XY,FarRed,28,2,61521,72797,0,1219,522.1508591,3.21E+07,0.81676046,505,4.461279251,157.3868401,24770.61744,0,0,4.256259205,67.87628866,3.13107511,4.268633528,67.91748552,2.951121948,679,695.125,0,5406,2373.645066,1611705,-0.653062327,2484,3.453908158,1027.987064,1056757.403,0,0
