row ID,NewRowID,Common Filename,Well Position,TimePoint,FieldNumber,Green Probe,Red Probe,Far Red Probe,Green Probe Detect,Red Probe Detect,Far Red Probe Detect,Karyotype,CT Probe Color,NucleusID,CT Label,Volume (in pixel units) (Geometric Features 3D),Volume of Convex Hull (Geometric Features 3D),Minimum (Statistic Features),Maximum (Statistic Features),Mean (Statistic Features),Sum (Statistic Features),Skewness (Statistic Features),Median (Statistic Features),Kurtosis (Statistic Features),Standard Deviation (Statistic Features),Variance (Statistic Features),Harmonic Mean (Statistic Features),Geometric Mean (Statistic Features),Dimension 0 (Centroid),Dimension 1 (Centroid),Dimension 2 (Centroid),Center of Gravity in Dimension#0 (Center of Gravity),Center of Gravity in Dimension#1 (Center of Gravity),Center of Gravity in Dimension#2 (Center of Gravity),Volume (in pixel units) (Geometric Features 3D) (CT),Volume of Convex Hull (Geometric Features 3D) (CT),Minimum (Statistic Features) (CT),Maximum (Statistic Features) (CT),Mean (Statistic Features) (CT),Sum (Statistic Features) (CT),Skewness (Statistic Features) (CT),Median (Statistic Features) (CT),Kurtosis (Statistic Features) (CT),Standard Deviation (Statistic Features) (CT),Variance (Statistic Features) (CT),Harmonic Mean (Statistic Features) (CT),Geometric Mean (Statistic Features) (CT)
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#23#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#23,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,23,1,51836,53652.08333,0,1023,529.8034571,2.75E+07,-0.135401688,532,2.981380216,150.6241928,22687.64745,0,0,53.55779427,58.88441145,2.79321315,53.20991996,58.66515319,2.547133465,943,961.75,1242,6058,3039.258749,2866021,0.695587765,2919,3.100044956,894.317437,799803.6782,2795.380476,2914.224402
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#24#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#24,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,24,1,65015,66356.08333,0,745,339.2815043,2.21E+07,-0.23679526,339,3.470089156,101.2448164,10250.51284,0,0,83.90374004,35.06866953,3.309012876,83.84399703,35.07095878,3.319697251,1631,1811.041667,1554,6390,3320.811159,5416243,0.728607411,3133,2.999607905,996.2136378,992441.6122,3048.548874,3180.246567
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#25#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#25,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,25,1,47723,48887.58333,0,877,433.3737611,2.07E+07,-0.176908579,433,3.172295005,114.4514434,13099.1329,0,0,63.27255461,28.73504274,2.789173789,63.26993657,28.70779777,2.571901669,1053,1069.708333,1713,7002,3524.604938,3711409,0.694745142,3354,3.025124726,995.0181618,990061.1423,3265.61448,3391.529842
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#26#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#26,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,26,1,63483,64554.41667,0,890,408.448183,2.59E+07,0.028007157,402,3.107479722,116.1073891,13480.92581,0,0,43.7393617,57.25638298,2.653191489,43.77213826,56.82539779,2.427483484,940,1142.75,1279,4688,2630.794681,2472947,0.162909634,2623,2.378122742,653.4111308,426946.1058,2461.769726,2547.249311
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#27#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#27,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,27,1,64104,66957.16667,0,1106,546.6889742,3.50E+07,0.014730527,545,2.683951638,164.603562,27094.33263,0,0,34.83175966,26.09699571,3.370815451,34.83873052,26.42259933,3.29586891,1165,1494.333333,1068,3459,2122.52103,2472737,0.110537365,2117,2.402699608,500.9693651,250970.3048,1997.668555,2061.191942
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#27#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#27,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,27,2,64104,66957.16667,0,1106,546.6889742,3.50E+07,0.014730527,545,2.683951638,164.603562,27094.33263,0,0,40.70588235,79.94117647,3.5,40.73090635,79.87409211,3.644652325,1360,1343.666667,1109,5312,2831.4875,3850823,0.413585822,2761,2.543529617,809.5892089,655434.6871,2601.952002,2716.217604
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#28#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,28,1,73668,74854.45833,0,741,407.1459114,3.00E+07,-0.25453085,407,3.220886047,111.4851943,12428.94855,0,0,66.87055556,18.76388889,3.391111111,66.88866471,18.81169174,3.436682101,1800,1926.125,1094,5188,2436.374444,4385474,0.89275581,2307,3.686591637,751.25159,564378.9514,2229.96892,2329.381296
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#28#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,28,2,73668,74854.45833,0,741,407.1459114,3.00E+07,-0.25453085,407,3.220886047,111.4851943,12428.94855,0,0,37.12335177,35.40153126,3.331773713,37.2830091,35.41256079,3.301118497,2351,2939.416667,891,3583,1941.78775,4565143,0.128613332,1930,2.410822649,488.4988892,238631.1647,1811.754356,1877.891415
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#28#1#3,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#28,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,28,3,73668,74854.45833,0,741,407.1459114,3.00E+07,-0.25453085,407,3.220886047,111.4851943,12428.94855,0,0,115.309466,58.32524272,2.968446602,115.177907,58.27851286,2.844287572,824,844.7083333,927,4267,2142.407767,1765344,0.668613312,2066,3.615399516,569.0977756,323872.2782,1997.205064,2069.219844
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#29#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#29,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,29,1,57565,58562.33333,0,825,404.8955442,2.33E+07,-0.248380836,405,3.297663851,115.8708441,13426.05251,0,0,94.64581641,9.847278635,2.852965069,94.39130805,9.295584717,2.622699283,1231,1363.333333,1451,6442,3118.883834,3839346,0.967456051,2857,3.247789962,1067.045074,1138585.189,2813.243208,2956.376249
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#3#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#3,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,3,1,57891,58665.41667,0,1191,520.5537476,3.01E+07,-0.095143695,524,2.87259259,154.3110373,23811.89624,0,0,46.41361917,66.8480454,3.157629256,46.50141917,66.7825434,3.061073438,1586,1666.125,1136,6876,2874.302018,4558643,1.162969574,2714,4.652332764,908.0905895,824628.5188,2631.790027,2746.939177
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#30#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#30,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,30,1,59880,60966.08333,0,771,390.0649132,2.34E+07,-0.448741324,394,3.687452981,114.0844063,13015.25177,0,0,53.15508021,12.96485867,2.750954927,53.32312914,13.04847448,2.56069666,1309,1357.833333,1555,5403,3142.352941,4113340,0.368449899,3026,2.34431566,847.1326998,717633.8111,2917.050638,3028.79011
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#30#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#30,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,30,2,59880,60966.08333,0,771,390.0649132,2.34E+07,-0.448741324,394,3.687452981,114.0844063,13015.25177,0,0,56.5,40,3,56.56085698,39.76378555,2.892620895,616,603.6666667,1720,6051,3067.62987,1889660,0.802502213,2950,3.731904963,772.2263576,596333.5473,2889.955506,2976.326084
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#31#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#31,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,31,1,80571,83859.875,0,970,339.8437279,2.74E+07,0.252041114,331,3.198210669,112.7187411,12705.5146,0,0,89.46212121,10.13106061,3.026515152,89.59520236,9.750977649,2.87639651,1320,1415.333333,1008,3829,2073.621212,2737180,0.45957105,2038,3.058351094,513.7291589,263917.6487,1947.090363,2010.412136
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#32#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#32,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,32,1,57717,58679.16667,0,756,393.614481,2.27E+07,-0.144096542,393,3.045931586,113.1998738,12814.21143,0,0,26.29861569,33.73038893,3.105471325,26.41439931,33.65718279,2.937931887,1517,2059.458333,814,2777,1897.494397,2878499,-0.316729826,1913,2.409214568,397.1404874,157720.5668,1801.602263,1851.862268
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#32#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#32,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,32,2,57717,58679.16667,0,756,393.614481,2.27E+07,-0.144096542,393,3.045931586,113.1998738,12814.21143,0,0,44.45938375,94.75980392,2.464985994,44.21963867,95.18709886,2.255750763,1428,1698.291667,1181,6003,3128.467087,4467451,0.619355667,3024,2.827398374,913.7599205,834957.1923,2877.77466,3000.368465
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#33#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#33,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,33,1,69764,70938.25,0,731,364.5240812,2.54E+07,-0.130033901,363,3.09918702,100.3777157,10075.6858,0,0,48.99021123,19.97527048,2.928387429,48.63646097,20.37807887,2.843895075,1941,2280.333333,1346,7780,3272.148892,6351241,0.971274612,3093,4.002733558,1049.902469,1102295.195,2976.627082,3118.298031
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#34#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#34,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,34,1,66011,67381.16667,0,1003,447.1483995,2.95E+07,-0.024279286,442,3.0415645,137.5549116,18921.35371,0,0,52.9736045,64.39809606,3.086975335,52.863889,64.52577865,2.969624239,2311,2520.583333,1640,6447,3523.742103,8143368,0.466487014,3453,2.747168996,938.1603506,880144.8434,3279.244495,3400.5498
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#35#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#35,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,35,1,52662,53930.79167,0,1010,498.9269112,2.63E+07,-0.137468145,497,3.0324107,149.2344974,22270.93522,0,0,55.97339593,25.50234742,3.056338028,55.84301766,25.54569881,3.000376283,639,650.1666667,1580,5040,2836.408451,1812465,0.659272726,2760,3.223674886,646.8900674,418466.7592,2698.171885,2765.900371
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#35#1#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#35,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,35,2,52662,53930.79167,0,1010,498.9269112,2.63E+07,-0.137468145,497,3.0324107,149.2344974,22270.93522,0,0,64.07767784,48.79885527,2.831561733,64.0074709,48.68531493,2.613681666,1223,1241.708333,1332,5194,2834.107114,3466113,0.506662275,2782,2.93419509,715.430401,511840.6587,2658.668756,2745.595311
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#36#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#36,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,36,1,75569,76600.04167,0,737,362.1829189,2.74E+07,-0.104948048,361,3.015254455,103.5995635,10732.86955,0,0,54.19892183,24.79838275,3.348247978,54.32532264,24.71265805,3.359836049,1855,1890.166667,1319,6574,3132.873315,5811480,0.83796936,2950,3.410372008,975.453773,951510.0632,2860.439357,2991.825412
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#37#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#37,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,37,1,84574,87136.83333,0,832,345.5909381,2.92E+07,-0.137632212,352,2.972367633,104.7532693,10973.24742,0,0,80.18863049,71.23152455,3.022222222,80.07396337,71.45432186,2.873747861,1935,2314.958333,1247,5307,2953.860982,5715721,0.301104224,2905,2.733269876,726.3102398,527526.5644,2770.426118,2863.148866
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#39#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#39,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,39,1,59801,61752.75,0,1005,472.8713399,2.83E+07,-0.168563435,477,2.857370411,146.0255412,21323.4587,0,0,39.0754717,17.16295026,3.109777015,39.21163327,17.30137421,2.944527739,1166,1202.416667,964,3451,2106.750429,2456471,-0.18793456,2129,2.633550892,449.6689162,202202.1342,1997.858339,2054.703281
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#5#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#5,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,5,1,64240,65363.91667,0,859,426.2679483,2.74E+07,-0.253206163,425,3.572896991,118.9936012,14159.47712,0,0,46.69190008,44.76230129,2.641180924,46.88026386,44.78757142,2.453594232,1321,1474.791667,1501,5927,3095.305829,4088899,0.705717867,2950,3.144029125,860.2827849,740086.47,2874.227401,2981.910974
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#6#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#6,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,6,1,44891,45640,0,1378,600.2361052,2.69E+07,0.067537751,598,2.939584836,178.9044555,32006.8042,0,0,45.27973568,64.80396476,2.834801762,45.22297867,64.66998635,2.761394958,908,942.5833333,1918,8662,4056.807269,3683581,1.121580501,3633,3.712392688,1386.494232,1922366.255,3675.527703,3851.743794
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#7#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall#7,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F001Zall, D03,1,1,X,18,Y,X,18,Y,XY,FarRed,7,1,61661,62621.58333,0,768,392.1454566,2.42E+07,-0.191399642,393,3.124184533,109.2399548,11933.36773,0,0,81.41935484,45.10923754,2.428152493,81.42419447,44.94151563,2.206130436,1364,1674.083333,1758,7035,3380.756598,4611352,0.858811033,3205,3.481972431,1010.096917,1020295.781,3112.565057,3241.353105
